perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
16822,Eternity Summer for Men 2014,Calvin Klein,"Fresh, Fruity, Woody, Aquatic, Spicy","Basil, Juniper berry, Pear, Watermelon","Cardamom, Lavender, Thyme","Amber, Musk, Sandalwood","Name: Eternity Summer for Men 2014 Brand: Calvin Klein Main accords: Fresh, Fruity, Woody, Aquatic, Spicy Top notes: Basil, Juniper berry, Pear, Watermelon Middle notes: Cardamom, Lavender, Thyme Base notes: Amber, Musk, Sandalwood"
16823,Eternity Summer for Men 2015,Calvin Klein,"Aquatic, Fresh, Woody, Citrus, Green","Sea breeze, Black pepper, Grapefruit","Cypress, Fig leaf, Juniper berry","Amber, Musk, Driftwood","Name: Eternity Summer for Men 2015 Brand: Calvin Klein Main accords: Aquatic, Fresh, Woody, Citrus, Green Top notes: Sea breeze, Black pepper, Grapefruit Middle notes: Cypress, Fig leaf, Juniper berry Base notes: Amber, Musk, Driftwood"
16824,Eternity Summer for Men 2016,Calvin Klein,"Fresh, Aquatic, Floral, Woody, Citrus","Bergamot, Coriander, Lime","Basil, Sage, Salty notes","Amber, Cedarwood, Musk","Name: Eternity Summer for Men 2016 Brand: Calvin Klein Main accords: Fresh, Aquatic, Floral, Woody, Citrus Top notes: Bergamot, Coriander, Lime Middle notes: Basil, Sage, Salty notes Base notes: Amber, Cedarwood, Musk"
16825,Eternity Summer for Men 2017,Calvin Klein,"Fresh, Citrus, Synthetic, Spicy, Fruity","Bergamot, Desert sage, Ginger","Coconut water, Jasmine sambac, Violet leaf","Musk, Sandalwood, Vetiver","Name: Eternity Summer for Men 2017 Brand: Calvin Klein Main accords: Fresh, Citrus, Synthetic, Spicy, Fruity Top notes: Bergamot, Desert sage, Ginger Middle notes: Coconut water, Jasmine sambac, Violet leaf Base notes: Musk, Sandalwood, Vetiver"
16826,Eternity Summer for Men 2020,Calvin Klein,"Synthetic, Citrus, Spicy, Fresh, Sweet","Italian bergamot, Sage, Star anise","Coconut water, Osmanthus, Saffron","Australian sandalwood, Frankincense, Labdanum","Name: Eternity Summer for Men 2020 Brand: Calvin Klein Main accords: Synthetic, Citrus, Spicy, Fresh, Sweet Top notes: Italian bergamot, Sage, Star anise Middle notes: Coconut water, Osmanthus, Saffron Base notes: Australian sandalwood, Frankincense, Labdanum"
16827,Eterno,Simone Andreoli,"Resinous, Spicy, Smoky, Woody, Leathery","Black pepper, Bergamot, Citron leaf","Heliotrope, Labdanum, Opoponax, Frankincense","Cypriol, Pine resin, Leather, Sandalwood","Name: Eterno Brand: Simone Andreoli Main accords: Resinous, Spicy, Smoky, Woody, Leathery Top notes: Black pepper, Bergamot, Citron leaf Middle notes: Heliotrope, Labdanum, Opoponax, Frankincense Base notes: Cypriol, Pine resin, Leather, Sandalwood"
16828,Eterno Vince Camuto 2016 After Shave,Vince Camuto,,"Citrus notes, Mint","Bourbon whiskey, Saffron","Cedarwood, Patchouli","Name: Eterno Vince Camuto 2016 After Shave Brand: Vince Camuto Main accords:  Top notes: Citrus notes, Mint Middle notes: Bourbon whiskey, Saffron Base notes: Cedarwood, Patchouli"
16829,Eterno Vince Camuto 2016 Eau de Toilette,Vince Camuto,"Creamy, Sweet, Powdery, Woody","Citrus notes, Mint","Bourbon whiskey, Saffron","Cedarwood, Patchouli","Name: Eterno Vince Camuto 2016 Eau de Toilette Brand: Vince Camuto Main accords: Creamy, Sweet, Powdery, Woody Top notes: Citrus notes, Mint Middle notes: Bourbon whiskey, Saffron Base notes: Cedarwood, Patchouli"
16830,Ether,XerJoff,"Animal, Oriental, Sweet, Spicy, Woody","Brazilian orange, Bulgarian rose, Amalfi lemon, Mandarin orange, Calabrian bergamot, Cumin","Benzoin, Gurjum balsam, Clary sage, Bulgarian lavender, Cypriol, Siberian stone pine","Caramel, Bourbon vanilla, Oud, Musk, Ceylonese sandalwood","Name: Ether Brand: XerJoff Main accords: Animal, Oriental, Sweet, Spicy, Woody Top notes: Brazilian orange, Bulgarian rose, Amalfi lemon, Mandarin orange, Calabrian bergamot, Cumin Middle notes: Benzoin, Gurjum balsam, Clary sage, Bulgarian lavender, Cypriol, Siberian stone pine Base notes: Caramel, Bourbon vanilla, Oud, Musk, Ceylonese sandalwood"
16831,Etherea,Jafra,,"Grapefruit, Lavender, Sage","Geranium, Lily of the valley, Rose","Cedar, Coumarin, Musk, Sandalwood","Name: Etherea Brand: Jafra Main accords:  Top notes: Grapefruit, Lavender, Sage Middle notes: Geranium, Lily of the valley, Rose Base notes: Cedar, Coumarin, Musk, Sandalwood"
16832,Etienne Aigner N°1 Aigner 1975 After Shave,Aigner,,"Galbanum, Bergamot, Clary sage, Neroli, Lemon, Marjoram","Sandalwood, Patchouli, Geranium, Iris, Jasmine, Vetiver","Leather, Tonka bean, Vanilla, Ambergris, Moss","Name: Etienne Aigner N°1 Aigner 1975 After Shave Brand: Aigner Main accords:  Top notes: Galbanum, Bergamot, Clary sage, Neroli, Lemon, Marjoram Middle notes: Sandalwood, Patchouli, Geranium, Iris, Jasmine, Vetiver Base notes: Leather, Tonka bean, Vanilla, Ambergris, Moss"
16833,Etienne Aigner Nº1 Etienne Aigner Aigner 1975 Eau de Toilette,Aigner,"Spicy, Leathery, Woody, Fougère, Smoky","Galbanum, Bergamot, Clary sage, Neroli, Lemon, Marjoram","Sandalwood, Patchouli, Geranium, Iris, Jasmine, Vetiver","Leather, Tonka bean, Vanilla, Ambergris, Moss","Name: Etienne Aigner Nº1 Etienne Aigner Aigner 1975 Eau de Toilette Brand: Aigner Main accords: Spicy, Leathery, Woody, Fougère, Smoky Top notes: Galbanum, Bergamot, Clary sage, Neroli, Lemon, Marjoram Middle notes: Sandalwood, Patchouli, Geranium, Iris, Jasmine, Vetiver Base notes: Leather, Tonka bean, Vanilla, Ambergris, Moss"
16834,Etienne Aigner Nº2 Aigner 1976 After Shave,Aigner,"Spicy, Fresh, Citrus, Green, Chypre","Clary sage, Bergamot, Lavender, Lemon","Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose","Musk, Moss, Tonka bean, Labdanum, Vanilla","Name: Etienne Aigner Nº2 Aigner 1976 After Shave Brand: Aigner Main accords: Spicy, Fresh, Citrus, Green, Chypre Top notes: Clary sage, Bergamot, Lavender, Lemon Middle notes: Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose Base notes: Musk, Moss, Tonka bean, Labdanum, Vanilla"
16835,Etienne Aigner Nº2 Aigner 1976 Eau de Cologne,Aigner,"Spicy, Woody, Fresh, Green, Chypre","Clary sage, Bergamot, Lavender, Lemon","Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose","Musk, Moss, Tonka bean, Labdanum, Vanilla","Name: Etienne Aigner Nº2 Aigner 1976 Eau de Cologne Brand: Aigner Main accords: Spicy, Woody, Fresh, Green, Chypre Top notes: Clary sage, Bergamot, Lavender, Lemon Middle notes: Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose Base notes: Musk, Moss, Tonka bean, Labdanum, Vanilla"
16836,Etienne Aigner Nº2 Aigner 1976 Eau de Toilette,Aigner,"Spicy, Fresh, Woody, Green, Citrus","Clary sage, Bergamot, Lavender, Lemon","Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose","Musk, Moss, Tonka bean, Labdanum, Vanilla","Name: Etienne Aigner Nº2 Aigner 1976 Eau de Toilette Brand: Aigner Main accords: Spicy, Fresh, Woody, Green, Citrus Top notes: Clary sage, Bergamot, Lavender, Lemon Middle notes: Cedarwood, Sandalwood, Vetiver, Fern, Heliotrope, Iris, Geranium, Rose Base notes: Musk, Moss, Tonka bean, Labdanum, Vanilla"
16837,Etienne Aigner pour Femme,Aigner,"Floral, Fruity, Woody, Sweet, Powdery","Bergamot, Black pepper, Dew drop, Mandarin orange","Bulgarian rose, Woody notes, Apricot, Almond, Freesia","Patchouli, Amber, Cedarwood, Precious woods, White musk","Name: Etienne Aigner pour Femme Brand: Aigner Main accords: Floral, Fruity, Woody, Sweet, Powdery Top notes: Bergamot, Black pepper, Dew drop, Mandarin orange Middle notes: Bulgarian rose, Woody notes, Apricot, Almond, Freesia Base notes: Patchouli, Amber, Cedarwood, Precious woods, White musk"
16838,Etiquette Bleue d'Orsay 1993 Eau de Toilette,d'Orsay,"Floral, Citrus, Spicy, Fresh, Woody","Bergamot, Lemon, Rosemary, Orange","Orange blossom, Myrrh, Rosewood, Opoponax","Sandalwood, Rosewood, Ambergris","Name: Etiquette Bleue d'Orsay 1993 Eau de Toilette Brand: d'Orsay Main accords: Floral, Citrus, Spicy, Fresh, Woody Top notes: Bergamot, Lemon, Rosemary, Orange Middle notes: Orange blossom, Myrrh, Rosewood, Opoponax Base notes: Sandalwood, Rosewood, Ambergris"
16839,Etiquette Bleue d'Orsay Cologne Double Extrait,d'Orsay,"Chypre, Woody, Spicy, Citrus, Fresh",,,,"Name: Etiquette Bleue d'Orsay Cologne Double Extrait Brand: d'Orsay Main accords: Chypre, Woody, Spicy, Citrus, Fresh Top notes:  Middle notes:  Base notes: "
16840,Etoile d'Or,Volnay,"Spicy, Powdery, Floral, Oriental, Sweet","Italian bergamot, Lavender","Egyptian jasmine, Turkish rose absolute","Clove, Powdery notes, Rose, Vanilla, Benzoin Siam, Oakmoss, Suede, Tonka bean, Musk","Name: Etoile d'Or Brand: Volnay Main accords: Spicy, Powdery, Floral, Oriental, Sweet Top notes: Italian bergamot, Lavender Middle notes: Egyptian jasmine, Turkish rose absolute Base notes: Clove, Powdery notes, Rose, Vanilla, Benzoin Siam, Oakmoss, Suede, Tonka bean, Musk"
16841,Etoiles Gold,Al Haramain / الحرمين,"Woody, Chypre, Floral","Raspberry, Bitter orange, Neroli","Jasmine sambac absolute, Orange blossom absolute","Honey, Patchouli","Name: Etoiles Gold Brand: Al Haramain / الحرمين Main accords: Woody, Chypre, Floral Top notes: Raspberry, Bitter orange, Neroli Middle notes: Jasmine sambac absolute, Orange blossom absolute Base notes: Honey, Patchouli"
16842,Etra,Etro,"Spicy, Floral, Woody, Sweet, Powdery","Pimento, Bourbon geranium, Ceylon cinnamon, Rose","Mysore sandalwood, Milk","Amber, Musk, Vanilla","Name: Etra Brand: Etro Main accords: Spicy, Floral, Woody, Sweet, Powdery Top notes: Pimento, Bourbon geranium, Ceylon cinnamon, Rose Middle notes: Mysore sandalwood, Milk Base notes: Amber, Musk, Vanilla"
16843,Etrango,J.F. Schwarzlose Berlin,"Spicy, Floral, Oriental, Woody, Sweet","Caraway, Bergamot, Saffron","Damask rose, Carnation, Jasmine","Patchouli, Cypriol, Oakmoss","Name: Etrango Brand: J.F. Schwarzlose Berlin Main accords: Spicy, Floral, Oriental, Woody, Sweet Top notes: Caraway, Bergamot, Saffron Middle notes: Damask rose, Carnation, Jasmine Base notes: Patchouli, Cypriol, Oakmoss"
16844,Ett Hem Fueguia 1833 2016 Perfume,Fueguia 1833,"Woody, Creamy, Spicy, Resinous, Sweet",Black pepper,Cedarwood,Sandalwood,"Name: Ett Hem Fueguia 1833 2016 Perfume Brand: Fueguia 1833 Main accords: Woody, Creamy, Spicy, Resinous, Sweet Top notes: Black pepper Middle notes: Cedarwood Base notes: Sandalwood"
16845,Ett Hem Fueguia 1833 2016 Pura Esencia,Fueguia 1833,,Black pepper,Cedarwood,Sandalwood,Name: Ett Hem Fueguia 1833 2016 Pura Esencia Brand: Fueguia 1833 Main accords:  Top notes: Black pepper Middle notes: Cedarwood Base notes: Sandalwood
16846,Etude,Oriflame,"Citrus, Woody, Fruity, Floral, Sweet",,,,"Name: Etude Brand: Oriflame Main accords: Citrus, Woody, Fruity, Floral, Sweet Top notes:  Middle notes:  Base notes: "
16847,Eu Vent de Vous Sabé Masson / Le Soft Perfume 2015 Solid Perfume,Sabé Masson / Le Soft Perfume,"Oriental, Resinous, Sweet, Spicy, Creamy","Bergamot, Cardamom","Benzoin, Tolu balm, Iris, Opoponax","Labdanum, Vanilla, Patchouli, Amber","Name: Eu Vent de Vous Sabé Masson / Le Soft Perfume 2015 Solid Perfume Brand: Sabé Masson / Le Soft Perfume Main accords: Oriental, Resinous, Sweet, Spicy, Creamy Top notes: Bergamot, Cardamom Middle notes: Benzoin, Tolu balm, Iris, Opoponax Base notes: Labdanum, Vanilla, Patchouli, Amber"
16848,Eu Vent de Vous Sabé Masson / Le Soft Perfume Eau de Parfum,Sabé Masson / Le Soft Perfume,"Resinous, Spicy, Sweet, Oriental, Earthy","Bergamot, Cardamom","Benzoin, Tolu balm, Iris, Opoponax","Labdanum, Vanilla, Patchouli, Amber","Name: Eu Vent de Vous Sabé Masson / Le Soft Perfume Eau de Parfum Brand: Sabé Masson / Le Soft Perfume Main accords: Resinous, Spicy, Sweet, Oriental, Earthy Top notes: Bergamot, Cardamom Middle notes: Benzoin, Tolu balm, Iris, Opoponax Base notes: Labdanum, Vanilla, Patchouli, Amber"
16849,Eucalipto,Granado,,"Bergamot, Eucalyptus, Lime","Geranium, Jasmine, Lavender","Amber, Musk, Patchouli","Name: Eucalipto Brand: Granado Main accords:  Top notes: Bergamot, Eucalyptus, Lime Middle notes: Geranium, Jasmine, Lavender Base notes: Amber, Musk, Patchouli"
16850,Eucalyptus Patchouli,Bohoboco,"Green, Spicy, Woody, Fresh, Earthy","Eucalyptus, Pink pepper, Cardamom","Dry woods, Frankincense","Cedarwood, Moss, Patchouli","Name: Eucalyptus Patchouli Brand: Bohoboco Main accords: Green, Spicy, Woody, Fresh, Earthy Top notes: Eucalyptus, Pink pepper, Cardamom Middle notes: Dry woods, Frankincense Base notes: Cedarwood, Moss, Patchouli"
16851,Eucalyptus,Thymes,"Fresh, Woody, Citrus, Green, Sweet",,,,"Name: Eucalyptus Brand: Thymes Main accords: Fresh, Woody, Citrus, Green, Sweet Top notes:  Middle notes:  Base notes: "
16852,Eucris Geo. F. Trumper 1912 Eau de Toilette,Geo. F. Trumper,"Spicy, Woody, Green, Floral, Fruity","Blackcurrant, Coriander, Cumin, Lemon","Lily of the valley, Clove, Jasmine, Marjoram, Thyme","Moss, Sandalwood, Amber, Musk, Patchouli","Name: Eucris Geo. F. Trumper 1912 Eau de Toilette Brand: Geo. F. Trumper Main accords: Spicy, Woody, Green, Floral, Fruity Top notes: Blackcurrant, Coriander, Cumin, Lemon Middle notes: Lily of the valley, Clove, Jasmine, Marjoram, Thyme Base notes: Moss, Sandalwood, Amber, Musk, Patchouli"
16853,Eucris Geo. F. Trumper 2017 Eau de Parfum,Geo. F. Trumper,"Spicy, Green, Woody, Earthy, Fresh","Blackcurrant, Coriander, Cumin, Lemon","Lily of the valley, Clove, Jasmine, Marjoram, Thyme","Moss, Sandalwood, Amber, Musk, Patchouli","Name: Eucris Geo. F. Trumper 2017 Eau de Parfum Brand: Geo. F. Trumper Main accords: Spicy, Green, Woody, Earthy, Fresh Top notes: Blackcurrant, Coriander, Cumin, Lemon Middle notes: Lily of the valley, Clove, Jasmine, Marjoram, Thyme Base notes: Moss, Sandalwood, Amber, Musk, Patchouli"
16854,Euforia (Eau Vivace),Atkinsons,"Fruity, Floral","Amalfi lemon, Basil, Bergamot, Melon, Peach, Violet","Carnation, Cyclamen, Jasmine, Lily of the valley, Orris root, Rose, Ylang-ylang","Musk, Virginia cedar","Name: Euforia (Eau Vivace) Brand: Atkinsons Main accords: Fruity, Floral Top notes: Amalfi lemon, Basil, Bergamot, Melon, Peach, Violet Middle notes: Carnation, Cyclamen, Jasmine, Lily of the valley, Orris root, Rose, Ylang-ylang Base notes: Musk, Virginia cedar"
16855,Euforia Atkinsons 1985 Eau de Toilette,Atkinsons,"Floral, Fruity, Fresh","Amalfi lemon, Basil, Bergamot, Melon, Peach, Violet","Carnation, Cyclamen, Jasmine, Lily of the valley, Orris root, Rose, Ylang-ylang","Musk, Virginia cedar","Name: Euforia Atkinsons 1985 Eau de Toilette Brand: Atkinsons Main accords: Floral, Fruity, Fresh Top notes: Amalfi lemon, Basil, Bergamot, Melon, Peach, Violet Middle notes: Carnation, Cyclamen, Jasmine, Lily of the valley, Orris root, Rose, Ylang-ylang Base notes: Musk, Virginia cedar"
16856,Eugénie,Al Haramain / الحرمين,,"Apple, Citrus notes, Lemon, Orange blossom","Aromatic notes, Lavender, Tobacco","Dry woods, Patchouli, Praliné, Sandalwood, Tonka bean, Vanilla","Name: Eugénie Brand: Al Haramain / الحرمين Main accords:  Top notes: Apple, Citrus notes, Lemon, Orange blossom Middle notes: Aromatic notes, Lavender, Tobacco Base notes: Dry woods, Patchouli, Praliné, Sandalwood, Tonka bean, Vanilla"
16857,Eugénie,Rancé 1795,"Floral, Sweet, Fruity, Fresh, Green","Mandarin orange, Melon, Blackcurrant, Passion fruit, White blossoms, Bergamot, Lily of the valley, Ylang-ylang","Grasse jasmine, Magnolia, Peach, Violet leaf, Neroli, Rose absolute, Violet","Amber, Florentine iris, Sandalwood, Vanilla, Vetiver, Oakmoss","Name: Eugénie Brand: Rancé 1795 Main accords: Floral, Sweet, Fruity, Fresh, Green Top notes: Mandarin orange, Melon, Blackcurrant, Passion fruit, White blossoms, Bergamot, Lily of the valley, Ylang-ylang Middle notes: Grasse jasmine, Magnolia, Peach, Violet leaf, Neroli, Rose absolute, Violet Base notes: Amber, Florentine iris, Sandalwood, Vanilla, Vetiver, Oakmoss"
16858,Euphoria,Birkholz,"Fruity, Fresh, Creamy, Floral, Sweet","Bergamot, Peach","Jasmine, Coconut, Patchouli","Amber, Cedarwood, Musk, Vanilla","Name: Euphoria Brand: Birkholz Main accords: Fruity, Fresh, Creamy, Floral, Sweet Top notes: Bergamot, Peach Middle notes: Jasmine, Coconut, Patchouli Base notes: Amber, Cedarwood, Musk, Vanilla"
16859,Euphoria Blossom,Calvin Klein,"Floral, Fresh, Fruity, Sweet, Woody","Green notes, Kumquat, Pomegranate","Lotus, Orchid, Pink peony","White amber, Blond woods, Musk","Name: Euphoria Blossom Brand: Calvin Klein Main accords: Floral, Fresh, Fruity, Sweet, Woody Top notes: Green notes, Kumquat, Pomegranate Middle notes: Lotus, Orchid, Pink peony Base notes: White amber, Blond woods, Musk"
16860,Euphoria Blush,Calvin Klein,"Sweet, Floral, Fruity, Synthetic, Fresh","Blackberry, Mandarin orange, Raspberry","Jasmine, Orchid, Rose Essential™","Chocolate, White amber","Name: Euphoria Blush Brand: Calvin Klein Main accords: Sweet, Floral, Fruity, Synthetic, Fresh Top notes: Blackberry, Mandarin orange, Raspberry Middle notes: Jasmine, Orchid, Rose Essential™ Base notes: Chocolate, White amber"
16861,Euphoria Calvin Klein 2005 Eau de Parfum,Calvin Klein,"Floral, Sweet, Fruity, Oriental, Woody","Pomegranate, Green notes, Persimmon","Black orchid, Champaca flower, Lotus","Mahogany wood, Amber, Black violet, Creamy notes","Name: Euphoria Calvin Klein 2005 Eau de Parfum Brand: Calvin Klein Main accords: Floral, Sweet, Fruity, Oriental, Woody Top notes: Pomegranate, Green notes, Persimmon Middle notes: Black orchid, Champaca flower, Lotus Base notes: Mahogany wood, Amber, Black violet, Creamy notes"
16862,Euphoria Calvin Klein 2009 Eau de Toilette,Calvin Klein,"Floral, Fresh, Powdery, Spicy, Oriental","Bergamot, Green notes, Peach","Champaca flower, Honeysuckle, Lotus, Orchid","Amber, Sandalwood","Name: Euphoria Calvin Klein 2009 Eau de Toilette Brand: Calvin Klein Main accords: Floral, Fresh, Powdery, Spicy, Oriental Top notes: Bergamot, Green notes, Peach Middle notes: Champaca flower, Honeysuckle, Lotus, Orchid Base notes: Amber, Sandalwood"
16863,Euphoria Calvin Klein 2023 Eau de Toilette,Calvin Klein,"Fruity, Sweet, Floral, Fresh, Synthetic","Mirabelle plum, Pink pepper, Raspberry","Guava blossom, Orchid, Rose","Amber, Cashmeran, Vanilla","Name: Euphoria Calvin Klein 2023 Eau de Toilette Brand: Calvin Klein Main accords: Fruity, Sweet, Floral, Fresh, Synthetic Top notes: Mirabelle plum, Pink pepper, Raspberry Middle notes: Guava blossom, Orchid, Rose Base notes: Amber, Cashmeran, Vanilla"
16864,Euphoria Calvin Klein Parfum Gel,Calvin Klein,,"Pomegranate, Green notes, Persimmon","Black orchid, Champaca flower, Lotus","Mahogany wood, Amber, Black violet, Creamy notes","Name: Euphoria Calvin Klein Parfum Gel Brand: Calvin Klein Main accords:  Top notes: Pomegranate, Green notes, Persimmon Middle notes: Black orchid, Champaca flower, Lotus Base notes: Mahogany wood, Amber, Black violet, Creamy notes"
16865,Euphoria Calvin Klein Solid Perfume,Calvin Klein,,"Pomegranate, Green notes, Persimmon","Black orchid, Champaca flower, Lotus","Mahogany wood, Amber, Black violet, Creamy notes","Name: Euphoria Calvin Klein Solid Perfume Brand: Calvin Klein Main accords:  Top notes: Pomegranate, Green notes, Persimmon Middle notes: Black orchid, Champaca flower, Lotus Base notes: Mahogany wood, Amber, Black violet, Creamy notes"
16866,Euphoria Crystal Edition,Calvin Klein,"Floral, Fruity, Woody, Sweet, Synthetic",,,,"Name: Euphoria Crystal Edition Brand: Calvin Klein Main accords: Floral, Fruity, Woody, Sweet, Synthetic Top notes:  Middle notes:  Base notes: "
16867,Euphoria Essence,Calvin Klein,"Fruity, Floral, Sweet, Gourmand, Powdery","Blackberry, Pink pepper, Raspberry","Jasmine absolute, Lily of the valley, Orchid","Cashmere wood, Patchouli, White chocolate","Name: Euphoria Essence Brand: Calvin Klein Main accords: Fruity, Floral, Sweet, Gourmand, Powdery Top notes: Blackberry, Pink pepper, Raspberry Middle notes: Jasmine absolute, Lily of the valley, Orchid Base notes: Cashmere wood, Patchouli, White chocolate"
16868,Euphoria Essence Men,Calvin Klein,"Woody, Resinous, Sweet, Spicy, Fruity","Italian bergamot, Ivy, Minerals","Jasmine, Suede, White pepper","Amber, Gaiac wood, Tonka bean","Name: Euphoria Essence Men Brand: Calvin Klein Main accords: Woody, Resinous, Sweet, Spicy, Fruity Top notes: Italian bergamot, Ivy, Minerals Middle notes: Jasmine, Suede, White pepper Base notes: Amber, Gaiac wood, Tonka bean"
16869,Euphoria Gold,Calvin Klein,"Sweet, Fruity, Floral, Gourmand, Oriental","Apricot, Kumquat, Mandarin orange","Honey, Gardenia, Narcissus","Musk, Sandalwood, Patchouli","Name: Euphoria Gold Brand: Calvin Klein Main accords: Sweet, Fruity, Floral, Gourmand, Oriental Top notes: Apricot, Kumquat, Mandarin orange Middle notes: Honey, Gardenia, Narcissus Base notes: Musk, Sandalwood, Patchouli"
16870,Euphoria Gold Men,Calvin Klein,"Spicy, Sweet, Oriental, Gourmand, Resinous","Ginger, Lemon","Honey, Cinnamon, Basil","Amber, Vanilla, Patchouli","Name: Euphoria Gold Men Brand: Calvin Klein Main accords: Spicy, Sweet, Oriental, Gourmand, Resinous Top notes: Ginger, Lemon Middle notes: Honey, Cinnamon, Basil Base notes: Amber, Vanilla, Patchouli"
16871,Euphoria Intense,Calvin Klein,"Fruity, Sweet, Woody, Floral, Chypre",Blackcurrant nectar,Orchid,Patchouli,"Name: Euphoria Intense Brand: Calvin Klein Main accords: Fruity, Sweet, Woody, Floral, Chypre Top notes: Blackcurrant nectar Middle notes: Orchid Base notes: Patchouli"
16872,Euphoria,Lush / Cosmetics To Go,"Green, Citrus, Spicy, Fruity, Fresh",,,,"Name: Euphoria Brand: Lush / Cosmetics To Go Main accords: Green, Citrus, Spicy, Fruity, Fresh Top notes:  Middle notes:  Base notes: "
16873,Euphoria Men Calvin Klein 2006 After Shave,Calvin Klein,"Spicy, Oriental, Woody, Fresh, Synthetic","Pepper, Ginger, Rain accord, Sudachi","Cedar leaf, Black basil, Sage","Amber, Redwood, Suede, Patchouli","Name: Euphoria Men Calvin Klein 2006 After Shave Brand: Calvin Klein Main accords: Spicy, Oriental, Woody, Fresh, Synthetic Top notes: Pepper, Ginger, Rain accord, Sudachi Middle notes: Cedar leaf, Black basil, Sage Base notes: Amber, Redwood, Suede, Patchouli"
16874,Euphoria Men Calvin Klein 2006 Eau de Toilette,Calvin Klein,"Spicy, Fresh, Woody, Synthetic, Sweet","Pepper, Ginger, Rain accord, Sudachi","Cedar leaf, Black basil, Sage","Amber, Redwood, Suede, Patchouli","Name: Euphoria Men Calvin Klein 2006 Eau de Toilette Brand: Calvin Klein Main accords: Spicy, Fresh, Woody, Synthetic, Sweet Top notes: Pepper, Ginger, Rain accord, Sudachi Middle notes: Cedar leaf, Black basil, Sage Base notes: Amber, Redwood, Suede, Patchouli"
16875,Euphoria Men Intense Calvin Klein 2008 After Shave,Calvin Klein,"Synthetic, Gourmand, Spicy, Oriental, Woody","Pepper, Ginger, Sudachi, Rain accord","Black basil, Sage, Cedar leaf","Myrrh, Labdanum, Patchouli, Oud, Vetiver, Amber","Name: Euphoria Men Intense Calvin Klein 2008 After Shave Brand: Calvin Klein Main accords: Synthetic, Gourmand, Spicy, Oriental, Woody Top notes: Pepper, Ginger, Sudachi, Rain accord Middle notes: Black basil, Sage, Cedar leaf Base notes: Myrrh, Labdanum, Patchouli, Oud, Vetiver, Amber"
16876,Euphoria Men Intense Calvin Klein 2008 Eau de Toilette,Calvin Klein,"Woody, Sweet, Spicy, Fruity, Oriental","Pepper, Ginger, Sudachi, Rain accord","Black basil, Sage, Cedar leaf","Myrrh, Labdanum, Patchouli, Oud, Vetiver, Amber","Name: Euphoria Men Intense Calvin Klein 2008 Eau de Toilette Brand: Calvin Klein Main accords: Woody, Sweet, Spicy, Fruity, Oriental Top notes: Pepper, Ginger, Sudachi, Rain accord Middle notes: Black basil, Sage, Cedar leaf Base notes: Myrrh, Labdanum, Patchouli, Oud, Vetiver, Amber"
16877,Euphoria Spring Temptation,Calvin Klein,"Floral, Fruity, Fresh, Aquatic, Green","Aquatic notes, Guava, Pear","Freesia, Lily, Violet","Amber, Musk, Sandalwood","Name: Euphoria Spring Temptation Brand: Calvin Klein Main accords: Floral, Fruity, Fresh, Aquatic, Green Top notes: Aquatic notes, Guava, Pear Middle notes: Freesia, Lily, Violet Base notes: Amber, Musk, Sandalwood"
16878,Euphories,Strangers Parfumerie,"Fresh, Fougère, Green, Sweet",,,,"Name: Euphories Brand: Strangers Parfumerie Main accords: Fresh, Fougère, Green, Sweet Top notes:  Middle notes:  Base notes: "
16879,Euria,Botanicae Expressions,"Floral, Fresh, Sweet, Synthetic, Woody","Linden tree, Trungle","Ambroxan, Honey",Musk,"Name: Euria Brand: Botanicae Expressions Main accords: Floral, Fresh, Sweet, Synthetic, Woody Top notes: Linden tree, Trungle Middle notes: Ambroxan, Honey Base notes: Musk"
16880,Euro Collection,Al Haramain / الحرمين,,"Mango, Plum, Rose","Jasmine, Rose, Woody notes","Amber, Musk, Vanilla, Woody notes","Name: Euro Collection Brand: Al Haramain / الحرمين Main accords:  Top notes: Mango, Plum, Rose Middle notes: Jasmine, Rose, Woody notes Base notes: Amber, Musk, Vanilla, Woody notes"
