perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
31168,Omnia Coral Bvlgari Solid Perfume,Bvlgari,,"Goji berry, Bergamot","Hibiscus, Water lily","Pomegranate, Cedarwood","Name: Omnia Coral Bvlgari Solid Perfume Brand: Bvlgari Main accords:  Top notes: Goji berry, Bergamot Middle notes: Hibiscus, Water lily Base notes: Pomegranate, Cedarwood"
22605,Invictus Paco Rabanne 2013 Lotion Après-Rasage,Paco Rabanne,"Synthetic, Aquatic, Spicy, Woody, Fresh","Marine notes, Grapefruit","Bay leaf, Jasmine","Ambergris, Gaiac wood, Oakmoss, Patchouli","Name: Invictus Paco Rabanne 2013 Lotion Après-Rasage Brand: Paco Rabanne Main accords: Synthetic, Aquatic, Spicy, Woody, Fresh Top notes: Marine notes, Grapefruit Middle notes: Bay leaf, Jasmine Base notes: Ambergris, Gaiac wood, Oakmoss, Patchouli"
40699,Violet Lily Sky,Bath & Body Works,,"Bergamot, Honey pomelo, Pink pepper","Gardenia, Honeysuckle, Lily, Violet","Sandalwood, White amber","Name: Violet Lily Sky Brand: Bath & Body Works Main accords:  Top notes: Bergamot, Honey pomelo, Pink pepper Middle notes: Gardenia, Honeysuckle, Lily, Violet Base notes: Sandalwood, White amber"
24492,La Reine Soleil Sabé Masson / Le Soft Perfume 2015 Eau de Parfum,Sabé Masson / Le Soft Perfume,"Floral, Sweet, Creamy, Fresh, Animal","Bergamot, Lemon","Heliotrope, Honey, Jasmine, Rose, Violet, Ylang-ylang","Amber, Musk, Patchouli, Vanilla","Name: La Reine Soleil Sabé Masson / Le Soft Perfume 2015 Eau de Parfum Brand: Sabé Masson / Le Soft Perfume Main accords: Floral, Sweet, Creamy, Fresh, Animal Top notes: Bergamot, Lemon Middle notes: Heliotrope, Honey, Jasmine, Rose, Violet, Ylang-ylang Base notes: Amber, Musk, Patchouli, Vanilla"
35232,s.Oliver Women s.Oliver 2009 Eau de Parfum,s.Oliver,"Fresh, Floral, Synthetic, Creamy, Woody","Apple, Bergamot, Lime","Blossoms, Musk",Sandalwood,"Name: s.Oliver Women s.Oliver 2009 Eau de Parfum Brand: s.Oliver Main accords: Fresh, Floral, Synthetic, Creamy, Woody Top notes: Apple, Bergamot, Lime Middle notes: Blossoms, Musk Base notes: Sandalwood"
39856,Valentino Donna Valentino Parfum Solide,Valentino,,Calabrian bergamot,"Bulgarian damask rose, Italian iris pallida","Vanilla, Indonesian patchouli, Italian leather","Name: Valentino Donna Valentino Parfum Solide Brand: Valentino Main accords:  Top notes: Calabrian bergamot Middle notes: Bulgarian damask rose, Italian iris pallida Base notes: Vanilla, Indonesian patchouli, Italian leather"
34095,Rebel,Franck Boclet,"Spicy, Earthy, Woody, Floral, Sweet",Saffron,Rose,"Oakmoss, Oud, Patchouli, Vanilla","Name: Rebel Brand: Franck Boclet Main accords: Spicy, Earthy, Woody, Floral, Sweet Top notes: Saffron Middle notes: Rose Base notes: Oakmoss, Oud, Patchouli, Vanilla"
10432,Certo,Clandestine Laboratories,"Floral, Woody, Earthy, Fresh, Spicy",,,,"Name: Certo Brand: Clandestine Laboratories Main accords: Floral, Woody, Earthy, Fresh, Spicy Top notes:  Middle notes:  Base notes: "
3652,Ambres,Rebel & Mercury,,"Nutmeg, White pepper","Coconut absolute, Coffee blossom, Jasmine, Orange blossom","Amber, Ambergris, Cocoa, Sandalwood, Tolu balm","Name: Ambres Brand: Rebel & Mercury Main accords:  Top notes: Nutmeg, White pepper Middle notes: Coconut absolute, Coffee blossom, Jasmine, Orange blossom Base notes: Amber, Ambergris, Cocoa, Sandalwood, Tolu balm"
25832,Les Merveilles - Canyon Dreams,Keiko Mecheri,"Woody, Spicy, Sweet, Citrus, Smoky",,,,"Name: Les Merveilles - Canyon Dreams Brand: Keiko Mecheri Main accords: Woody, Spicy, Sweet, Citrus, Smoky Top notes:  Middle notes:  Base notes: "
23796,Kamel Oud,Sora Dora,"Oriental, Woody, Spicy, Animal, Smoky",,,,"Name: Kamel Oud Brand: Sora Dora Main accords: Oriental, Woody, Spicy, Animal, Smoky Top notes:  Middle notes:  Base notes: "
3685,Amelie Jean Marc Eau de Parfum,Jean Marc,"Floral, Fresh, Aquatic","Aquatic notes, Neroli, Peach","Clove, Jasmine, Lily of the valley","Aquatic notes, Honey, Musk","Name: Amelie Jean Marc Eau de Parfum Brand: Jean Marc Main accords: Floral, Fresh, Aquatic Top notes: Aquatic notes, Neroli, Peach Middle notes: Clove, Jasmine, Lily of the valley Base notes: Aquatic notes, Honey, Musk"
19543,Gentlemen Only Intense,Givenchy,"Sweet, Woody, Spicy, Leathery, Gourmand","Birch leaf, Green mandarin orange, Black pepper","Leather, Patchouli, Texas cedar","Tonka bean, Amber, Frankincense","Name: Gentlemen Only Intense Brand: Givenchy Main accords: Sweet, Woody, Spicy, Leathery, Gourmand Top notes: Birch leaf, Green mandarin orange, Black pepper Middle notes: Leather, Patchouli, Texas cedar Base notes: Tonka bean, Amber, Frankincense"
32187,Parco Palladiano III: Pera,Bottega Veneta,"Green, Fresh, Spicy, Fruity, Woody",,,,"Name: Parco Palladiano III: Pera Brand: Bottega Veneta Main accords: Green, Fresh, Spicy, Fruity, Woody Top notes:  Middle notes:  Base notes: "
36331,Shantung,Etro,"Floral, Fresh, Fruity, Woody, Spicy","Blackcurrant, Italian mandarin orange, Lychee","Peony, Somalian frankincense, Rose","Cedarwood, Musk, Cashmere","Name: Shantung Brand: Etro Main accords: Floral, Fresh, Fruity, Woody, Spicy Top notes: Blackcurrant, Italian mandarin orange, Lychee Middle notes: Peony, Somalian frankincense, Rose Base notes: Cedarwood, Musk, Cashmere"
2482,Al Abraj,Hamidi Oud & Perfumes,"Chypre, Fruity, Spicy, Citrus, Green","Floral notes, Green notes",Fruity notes,"Musk, Oud","Name: Al Abraj Brand: Hamidi Oud & Perfumes Main accords: Chypre, Fruity, Spicy, Citrus, Green Top notes: Floral notes, Green notes Middle notes: Fruity notes Base notes: Musk, Oud"
13789,Dehnal Oudh Cambodi Al Haramain / الحرمين Eau de Parfum,Al Haramain / الحرمين,"Powdery, Oriental, Woody, Animal",,,,"Name: Dehnal Oudh Cambodi Al Haramain / الحرمين Eau de Parfum Brand: Al Haramain / الحرمين Main accords: Powdery, Oriental, Woody, Animal Top notes:  Middle notes:  Base notes: "
17487,Fatale Pink,Agent Provocateur,"Floral, Fresh, Fruity, Sweet, Citrus","Yuzu, Pear blossom, Tangerine","Pink lotus, Datura, Camellia","Bamboo, Musk","Name: Fatale Pink Brand: Agent Provocateur Main accords: Floral, Fresh, Fruity, Sweet, Citrus Top notes: Yuzu, Pear blossom, Tangerine Middle notes: Pink lotus, Datura, Camellia Base notes: Bamboo, Musk"
35335,Safrali Ensar Oud / Oriscent 2024 Attar,Ensar Oud / Oriscent,"Woody, Animal, Floral, Spicy, Leathery",,,,"Name: Safrali Ensar Oud / Oriscent 2024 Attar Brand: Ensar Oud / Oriscent Main accords: Woody, Animal, Floral, Spicy, Leathery Top notes:  Middle notes:  Base notes: "
6904,Bella Tropicale,Oscar de la Renta,"Sweet, Fruity, Fresh, Floral, Creamy","Coral, Mineral notes, Pineapple, Sugar","Coconut water, Orange blossom Orpur®, Ylang-ylang Orpur®","Roasted tonka bean, Sandalwood, Sea breeze","Name: Bella Tropicale Brand: Oscar de la Renta Main accords: Sweet, Fruity, Fresh, Floral, Creamy Top notes: Coral, Mineral notes, Pineapple, Sugar Middle notes: Coconut water, Orange blossom Orpur®, Ylang-ylang Orpur® Base notes: Roasted tonka bean, Sandalwood, Sea breeze"
33718,Pure Woman Perfume Pen Bruno Banani Solid Perfume,Bruno Banani,,"Green tangerine, Freesia, Blackcurrant","Cyclamen, Peony, Mango","Amber, Vanilla","Name: Pure Woman Perfume Pen Bruno Banani Solid Perfume Brand: Bruno Banani Main accords:  Top notes: Green tangerine, Freesia, Blackcurrant Middle notes: Cyclamen, Peony, Mango Base notes: Amber, Vanilla"
29707,My Way Giorgio Armani 2020 Eau de Parfum,Giorgio Armani,"Floral, Sweet, Fruity, Synthetic, Fresh","Egyptian orange blossom, Calabrian bergamot","Indian tuberose, Jasminum auriculatum","White musk, Bourbon vanilla, Virginia cedar","Name: My Way Giorgio Armani 2020 Eau de Parfum Brand: Giorgio Armani Main accords: Floral, Sweet, Fruity, Synthetic, Fresh Top notes: Egyptian orange blossom, Calabrian bergamot Middle notes: Indian tuberose, Jasminum auriculatum Base notes: White musk, Bourbon vanilla, Virginia cedar"
7533,Black Kenneth Cole 2003 After Shave,Kenneth Cole,"Fresh, Spicy, Synthetic","Mandarin orange, Basil, Water mint, Ginger","Lotus, Cedar, Frankincense, Nutmeg","Amber, Violet leaf, Musk","Name: Black Kenneth Cole 2003 After Shave Brand: Kenneth Cole Main accords: Fresh, Spicy, Synthetic Top notes: Mandarin orange, Basil, Water mint, Ginger Middle notes: Lotus, Cedar, Frankincense, Nutmeg Base notes: Amber, Violet leaf, Musk"
33713,Pure White Linen Summer Fun,Estēe Lauder,"Floral, Fresh, Aquatic",,,,"Name: Pure White Linen Summer Fun Brand: Estēe Lauder Main accords: Floral, Fresh, Aquatic Top notes:  Middle notes:  Base notes: "
23704,Just Like Heaven,Tory Burch,"Sweet, Green, Aquatic, Citrus, Powdery",,,,"Name: Just Like Heaven Brand: Tory Burch Main accords: Sweet, Green, Aquatic, Citrus, Powdery Top notes:  Middle notes:  Base notes: "
9048,Brioni Brioni 2015 Extrait Intense,Brioni,"Spicy, Powdery, Woody, Creamy","French lavender, Nutmeg, Sicilian lemon, Violet","Cedarwood, Cognac, Magnolia, Saffron","Ambergris, Cashmere wood, Frankincense, Oud, Sandalwood, Tonka bean","Name: Brioni Brioni 2015 Extrait Intense Brand: Brioni Main accords: Spicy, Powdery, Woody, Creamy Top notes: French lavender, Nutmeg, Sicilian lemon, Violet Middle notes: Cedarwood, Cognac, Magnolia, Saffron Base notes: Ambergris, Cashmere wood, Frankincense, Oud, Sandalwood, Tonka bean"
25406,L'Eau de Missha - Just don't care,Missha,"Green, Citrus, Spicy, Powdery, Fruity","Aldehydes, Bergamot, Lemon","Iris, Jasmine, Neroli, Rose, Ylang-ylang","Amber, Musk, Vanilla, Vetiver","Name: L'Eau de Missha - Just don't care Brand: Missha Main accords: Green, Citrus, Spicy, Powdery, Fruity Top notes: Aldehydes, Bergamot, Lemon Middle notes: Iris, Jasmine, Neroli, Rose, Ylang-ylang Base notes: Amber, Musk, Vanilla, Vetiver"
18641,For You,Algi,"Sweet, Gourmand, Citrus, Oriental, Creamy",,,,"Name: For You Brand: Algi Main accords: Sweet, Gourmand, Citrus, Oriental, Creamy Top notes:  Middle notes:  Base notes: "
1603,Accès de Nuit,Manzana,,"Cardamom, Geranium, Pepper","Nagarmotha, Patchouli, Rose","Balsam, Musk, Vanilla","Name: Accès de Nuit Brand: Manzana Main accords:  Top notes: Cardamom, Geranium, Pepper Middle notes: Nagarmotha, Patchouli, Rose Base notes: Balsam, Musk, Vanilla"
20519,Guilty Gucci 2010 Eau de Toilette,Gucci,"Floral, Sweet, Fruity, Spicy, Oriental","Mandarin orange, Pink pepper","Lilac, Egyptian geranium, Peach, Raspberry","Amber, Patchouli","Name: Guilty Gucci 2010 Eau de Toilette Brand: Gucci Main accords: Floral, Sweet, Fruity, Spicy, Oriental Top notes: Mandarin orange, Pink pepper Middle notes: Lilac, Egyptian geranium, Peach, Raspberry Base notes: Amber, Patchouli"
21538,Hot! Fragrances Black,Ulric de Varens,"Woody, Synthetic, Gourmand, Sweet, Spicy",,,,"Name: Hot! Fragrances Black Brand: Ulric de Varens Main accords: Woody, Synthetic, Gourmand, Sweet, Spicy Top notes:  Middle notes:  Base notes: "
11251,Citrus Fresh E&S Rasage 1988 Eau de Toilette,E&S Rasage,"Green, Spicy, Sweet, Woody, Creamy","Spearmint, Bergamot, Tagetes, Lavender, Lemon, Tarragon, Vorblex","Heliotrope, Laurel, Vetiver, Aniseed, Carnation, Geranium, Jasmine, Patchouli, Rosemary","Tonka bean, Amber, Benzoin, Leather, Moss, Vanilla, Patchouli","Name: Citrus Fresh E&S Rasage 1988 Eau de Toilette Brand: E&S Rasage Main accords: Green, Spicy, Sweet, Woody, Creamy Top notes: Spearmint, Bergamot, Tagetes, Lavender, Lemon, Tarragon, Vorblex Middle notes: Heliotrope, Laurel, Vetiver, Aniseed, Carnation, Geranium, Jasmine, Patchouli, Rosemary Base notes: Tonka bean, Amber, Benzoin, Leather, Moss, Vanilla, Patchouli"
31525,Originals: Type 1 - Bergamot & Vetiver,Guess,,"Basil, Bergamot, Mandarin orange","Cardamom, Iris","Musk, Patchouli, Vetiver","Name: Originals: Type 1 - Bergamot & Vetiver Brand: Guess Main accords:  Top notes: Basil, Bergamot, Mandarin orange Middle notes: Cardamom, Iris Base notes: Musk, Patchouli, Vetiver"
37980,Tabac Poivrée (Aries),Ayala Moriel,,"Argentinian mandarin orange, Brazilian orange, Spanish lemon, Gymwear","Bulgarian rose, Jasmine, Magnolia, Tiaré, Acid","Coconut, Musk, Vanilla milk, Vinegar","Name: Tabac Poivrée (Aries) Brand: Ayala Moriel Main accords:  Top notes: Argentinian mandarin orange, Brazilian orange, Spanish lemon, Gymwear Middle notes: Bulgarian rose, Jasmine, Magnolia, Tiaré, Acid Base notes: Coconut, Musk, Vanilla milk, Vinegar"
14373,Divine Exclusive,Oriflame,,"Bergamot, Sicilian mandarin orange, Woodland strawberry","Chinese jasmine sambac absolute, Heliotrope, Peony","Ambrox, Benzoin Siam, Patchouli, Vanilla","Name: Divine Exclusive Brand: Oriflame Main accords:  Top notes: Bergamot, Sicilian mandarin orange, Woodland strawberry Middle notes: Chinese jasmine sambac absolute, Heliotrope, Peony Base notes: Ambrox, Benzoin Siam, Patchouli, Vanilla"
34272,Renaissance,Signature Royale,"Woody, Fresh, Citrus, Spicy, Smoky","Bitter orange, Black pepper, Grapefruit, Lemon, Sicilian lemon, Melting Plastic","Sycamore, Aquatic flowers, Odor","Frankincense, Clove, Sandalwood, Plonktar","Name: Renaissance Brand: Signature Royale Main accords: Woody, Fresh, Citrus, Spicy, Smoky Top notes: Bitter orange, Black pepper, Grapefruit, Lemon, Sicilian lemon, Melting Plastic Middle notes: Sycamore, Aquatic flowers, Odor Base notes: Frankincense, Clove, Sandalwood, Plonktar"
38108,Tapis Volant,Liquides Imaginaires,"Floral, Spicy, Powdery, Woody, Creamy","Aldehydes, Bergamot, Carrot seed","Iris, Mahonial®, Spices","Sandalwood, Ambrofix, Tonka bean, White musk, Vetiver","Name: Tapis Volant Brand: Liquides Imaginaires Main accords: Floral, Spicy, Powdery, Woody, Creamy Top notes: Aldehydes, Bergamot, Carrot seed Middle notes: Iris, Mahonial®, Spices Base notes: Sandalwood, Ambrofix, Tonka bean, White musk, Vetiver"
34170,Red Star,Abdul Samad Al Qurashi / عبدالصمد القرشي,,Black pepper,"Floral notes, Geranium","Musk, Oud, Patchouli","Name: Red Star Brand: Abdul Samad Al Qurashi / عبدالصمد القرشي Main accords:  Top notes: Black pepper Middle notes: Floral notes, Geranium Base notes: Musk, Oud, Patchouli"
319,Frangipani,Scentsmith Perfumery,,"Fruity notes, Green notes, Lemon, Marine notes","Frangipani, Freesia, Jasmine, Neroli, Rose, Ylang-ylang","Amber, Frankincense, Musk, Sandalwood","Name: Frangipani Brand: Scentsmith Perfumery Main accords:  Top notes: Fruity notes, Green notes, Lemon, Marine notes Middle notes: Frangipani, Freesia, Jasmine, Neroli, Rose, Ylang-ylang Base notes: Amber, Frankincense, Musk, Sandalwood"
38182,Teint de Neige Lorenzo Villoresi Profumo in Olio,Lorenzo Villoresi,"Powdery, Creamy, Floral, Fresh, Sweet",,,,"Name: Teint de Neige Lorenzo Villoresi Profumo in Olio Brand: Lorenzo Villoresi Main accords: Powdery, Creamy, Floral, Fresh, Sweet Top notes:  Middle notes:  Base notes: "
31603,Oscar Oscar de la Renta Oscar de la Renta 1977 Eau de Toilette,Oscar de la Renta,"Floral, Chypre, Spicy, Powdery, Animal","Coriander, Cascarilla, Basil, Orange blossom","Tuberose, Ylang-ylang, Broom, Jasmine, Rose","Patchouli, Vanilla, Castoreum, Myrrh, Sandalwood, Vetiver","Name: Oscar Oscar de la Renta Oscar de la Renta 1977 Eau de Toilette Brand: Oscar de la Renta Main accords: Floral, Chypre, Spicy, Powdery, Animal Top notes: Coriander, Cascarilla, Basil, Orange blossom Middle notes: Tuberose, Ylang-ylang, Broom, Jasmine, Rose Base notes: Patchouli, Vanilla, Castoreum, Myrrh, Sandalwood, Vetiver"
9462,Céline pour Homme Celine 2001 Eau de Parfum,Celine,"Spicy, Woody, Oriental, Earthy, Green","Cinnamon, Mandarin orange, Nutmeg","Geranium, Hazelnut","Cedarwood, Musk, Vetiver","Name: Céline pour Homme Celine 2001 Eau de Parfum Brand: Celine Main accords: Spicy, Woody, Oriental, Earthy, Green Top notes: Cinnamon, Mandarin orange, Nutmeg Middle notes: Geranium, Hazelnut Base notes: Cedarwood, Musk, Vetiver"
8001,Blossom Avenue,Uroda / Bi-es,,"Lychee, Mandarin orange, Peach","Mango, Papyrus, Rose","Caramel, Patchouli, Vanilla","Name: Blossom Avenue Brand: Uroda / Bi-es Main accords:  Top notes: Lychee, Mandarin orange, Peach Middle notes: Mango, Papyrus, Rose Base notes: Caramel, Patchouli, Vanilla"
4313,Aoud N°2,Parfümerie Brückner,,"Nutmeg, Saffron",Rose,"Leather, Musk, Oud, Woods","Name: Aoud N°2 Brand: Parfümerie Brückner Main accords:  Top notes: Nutmeg, Saffron Middle notes: Rose Base notes: Leather, Musk, Oud, Woods"
9841,Cap d'Ambre,ID Parfums,"Resinous, Citrus, Spicy, Oriental, Woody","Bergamot, Pink pepper","Bourbon vanilla, Myrrh","Frankincense, Patchouli","Name: Cap d'Ambre Brand: ID Parfums Main accords: Resinous, Citrus, Spicy, Oriental, Woody Top notes: Bergamot, Pink pepper Middle notes: Bourbon vanilla, Myrrh Base notes: Frankincense, Patchouli"
7122,Berry Blast Pink Sugar Hair Perfume,Pink Sugar,"Synthetic, Gourmand, Fruity, Sweet","Blackberry, Orange, Bergamot, Blueberry","Cotton candy, Woodland strawberry, Cherry, Lily of the valley","Caramel, Tonka bean, Vanilla, Cedarwood, Musk","Name: Berry Blast Pink Sugar Hair Perfume Brand: Pink Sugar Main accords: Synthetic, Gourmand, Fruity, Sweet Top notes: Blackberry, Orange, Bergamot, Blueberry Middle notes: Cotton candy, Woodland strawberry, Cherry, Lily of the valley Base notes: Caramel, Tonka bean, Vanilla, Cedarwood, Musk"
13549,Dark Obsession for Men Calvin Klein 2013 Body Spray,Calvin Klein,Synthetic,,,,Name: Dark Obsession for Men Calvin Klein 2013 Body Spray Brand: Calvin Klein Main accords: Synthetic Top notes:  Middle notes:  Base notes: 
32228,Parfum Parfum - Edition Ferd. Mülhens (Réf. 3980),4711,,"Choya Loban, Masala chai, Burnt Toast","Jasminum auriculatum, Lotus, Nag Champa, Tuberose, Pungidity","Amber, Civet, Musk, Mysore sandalwood, Resins, Vetiver, Drenzlor","Name: Parfum Parfum - Edition Ferd. Mülhens (Réf. 3980) Brand: 4711 Main accords:  Top notes: Choya Loban, Masala chai, Burnt Toast Middle notes: Jasminum auriculatum, Lotus, Nag Champa, Tuberose, Pungidity Base notes: Amber, Civet, Musk, Mysore sandalwood, Resins, Vetiver, Drenzlor"
7465,Black Collection - Emiro,Moresque,"Floral, Resinous, Woody, Oriental, Spicy","Amalfi lemon, Calabrian bergamot","Geranium, Bulgarian rose, Caribbean ylang-ylang, Jasmine sambac","Amber, Oud, Leather, Indonesian patchouli","Name: Black Collection - Emiro Brand: Moresque Main accords: Floral, Resinous, Woody, Oriental, Spicy Top notes: Amalfi lemon, Calabrian bergamot Middle notes: Geranium, Bulgarian rose, Caribbean ylang-ylang, Jasmine sambac Base notes: Amber, Oud, Leather, Indonesian patchouli"
40084,Vanity Femme Essence Armaf Body Spray,Armaf,,"Freesia, Orange blossom, Peach","Jasmine, Magnolia, Rose","Amber, Musk, Vanilla","Name: Vanity Femme Essence Armaf Body Spray Brand: Armaf Main accords:  Top notes: Freesia, Orange blossom, Peach Middle notes: Jasmine, Magnolia, Rose Base notes: Amber, Musk, Vanilla"
31339,Or et Noir Caron 2017 Eau de Parfum,Caron,,"Bulgarian rose, Rosa centifolia","Lilac, Turkish rose",Amber,"Name: Or et Noir Caron 2017 Eau de Parfum Brand: Caron Main accords:  Top notes: Bulgarian rose, Rosa centifolia Middle notes: Lilac, Turkish rose Base notes: Amber"
39603,Uncut Gem,Editions de Parfums Frédéric Malle,"Fresh, Spicy, Woody, Synthetic, Citrus","Angelica root, Ginger, Bergamot, Mandarin orange, Nutmeg","Frankincense, Labdanum, Leather, Magnolia, Vetiver","Ambrocenide®, Musk","Name: Uncut Gem Brand: Editions de Parfums Frédéric Malle Main accords: Fresh, Spicy, Woody, Synthetic, Citrus Top notes: Angelica root, Ginger, Bergamot, Mandarin orange, Nutmeg Middle notes: Frankincense, Labdanum, Leather, Magnolia, Vetiver Base notes: Ambrocenide®, Musk"
19685,Ginevra White,Tonino Lamborghini,"Floral, Sweet, Fruity, Fresh, Synthetic","Blackcurrant, Pear, Praliné","Jasmine, Orange blossom, Iris, Violet","Vanilla, Musk, Tonka bean","Name: Ginevra White Brand: Tonino Lamborghini Main accords: Floral, Sweet, Fruity, Fresh, Synthetic Top notes: Blackcurrant, Pear, Praliné Middle notes: Jasmine, Orange blossom, Iris, Violet Base notes: Vanilla, Musk, Tonka bean"
7069,Bergamote Mandarine,Clubman / Edouard Pinaud,"Green, Aquatic",,,,"Name: Bergamote Mandarine Brand: Clubman / Edouard Pinaud Main accords: Green, Aquatic Top notes:  Middle notes:  Base notes: "
2372,Air de Fio - N°5,Pupa,,"Clementine, Lime, Mandarin orange, Red fruits","Freesia, Jasmine, Nectarine","Cedarwood, Musk","Name: Air de Fio - N°5 Brand: Pupa Main accords:  Top notes: Clementine, Lime, Mandarin orange, Red fruits Middle notes: Freesia, Jasmine, Nectarine Base notes: Cedarwood, Musk"
39377,Tuscan Creations - Terra Rossa Salvatore Ferragamo 2018 Eau de Parfum,Salvatore Ferragamo,"Resinous, Oriental, Gourmand","Rose Essential™, Bergamot, Bitter orange","Patchouli, Labdanum, Cypress","Amber, Ambertonic®, Tonka bean","Name: Tuscan Creations - Terra Rossa Salvatore Ferragamo 2018 Eau de Parfum Brand: Salvatore Ferragamo Main accords: Resinous, Oriental, Gourmand Top notes: Rose Essential™, Bergamot, Bitter orange Middle notes: Patchouli, Labdanum, Cypress Base notes: Amber, Ambertonic®, Tonka bean"
34227,Regine dei Prati,L'Erbolario,"Floral, Fresh, Green, Woody, Powdery","Rosewood, Chamomile, Green leaves, Pink pepper","Meadowsweet, Iris, Jasmine","Cedarwood, Musk, Amber, Vetiver","Name: Regine dei Prati Brand: L'Erbolario Main accords: Floral, Fresh, Green, Woody, Powdery Top notes: Rosewood, Chamomile, Green leaves, Pink pepper Middle notes: Meadowsweet, Iris, Jasmine Base notes: Cedarwood, Musk, Amber, Vetiver"
24253,Kyoto,Parfum-Individual Harry Lehmann,"Sweet, Floral, Fruity, Fresh, Creamy",,,,"Name: Kyoto Brand: Parfum-Individual Harry Lehmann Main accords: Sweet, Floral, Fruity, Fresh, Creamy Top notes:  Middle notes:  Base notes: "
33302,Powdery Magnolia,Zara,"Powdery, Woody, Floral, Fresh, Aquatic",,,,"Name: Powdery Magnolia Brand: Zara Main accords: Powdery, Woody, Floral, Fresh, Aquatic Top notes:  Middle notes:  Base notes: "
8823,Bottega Veneta pour Homme Parfum,Bottega Veneta,"Woody, Spicy, Resinous, Leathery, Green","Cedar leaf, Cardamom","Fir balsam, Pimento","Leather, Tonka bean","Name: Bottega Veneta pour Homme Parfum Brand: Bottega Veneta Main accords: Woody, Spicy, Resinous, Leathery, Green Top notes: Cedar leaf, Cardamom Middle notes: Fir balsam, Pimento Base notes: Leather, Tonka bean"
15133,Eau de Gucci Concentrée Eau de Gucci Concentrated,Gucci,"Floral, Woody, Chypre, Green, Spicy","Ylang-ylang, Mandarin orange","Jasmine, Lilac, Lily of the valley, Rose","Mossy notes, Amber, Woody notes","Name: Eau de Gucci Concentrée Eau de Gucci Concentrated Brand: Gucci Main accords: Floral, Woody, Chypre, Green, Spicy Top notes: Ylang-ylang, Mandarin orange Middle notes: Jasmine, Lilac, Lily of the valley, Rose Base notes: Mossy notes, Amber, Woody notes"
10114,Casabella,Vivarea,,"Mandarin orange, Orange, Ylang-ylang","Almond blossom, Cinnamon, Cyclamen, Orange blossom, Rose","Musk, Patchouli, Vanilla","Name: Casabella Brand: Vivarea Main accords:  Top notes: Mandarin orange, Orange, Ylang-ylang Middle notes: Almond blossom, Cinnamon, Cyclamen, Orange blossom, Rose Base notes: Musk, Patchouli, Vanilla"
12550,Costa Azzurra Tom Ford 2014 Eau de Parfum,Tom Ford,"Fresh, Citrus, Aquatic, Woody, Spicy",,,,"Name: Costa Azzurra Tom Ford 2014 Eau de Parfum Brand: Tom Ford Main accords: Fresh, Citrus, Aquatic, Woody, Spicy Top notes:  Middle notes:  Base notes: "
24884,Lather,Clean,"Powdery, Floral, Fresh, Woody, Oriental",,,,"Name: Lather Brand: Clean Main accords: Powdery, Floral, Fresh, Woody, Oriental Top notes:  Middle notes:  Base notes: "
15931,Embrace - Marigold and Gardenia Vera Wang 2016 Eau de Toilette,Vera Wang,"Creamy, Powdery, Woody, Fruity, Floral","Mango, Melon","Tagetes, Gardenia, Orange blossom","Cedar, Musk, Sandalwood, Cardamom","Name: Embrace - Marigold and Gardenia Vera Wang 2016 Eau de Toilette Brand: Vera Wang Main accords: Creamy, Powdery, Woody, Fruity, Floral Top notes: Mango, Melon Middle notes: Tagetes, Gardenia, Orange blossom Base notes: Cedar, Musk, Sandalwood, Cardamom"
12078,Colonia - Orange Excentrique,Harb's,,"Bergamot, Grapefruit, Lemon, Mandarin orange, Orange","Ginger, Patchouli, Vetiver, White woods",Musk,"Name: Colonia - Orange Excentrique Brand: Harb's Main accords:  Top notes: Bergamot, Grapefruit, Lemon, Mandarin orange, Orange Middle notes: Ginger, Patchouli, Vetiver, White woods Base notes: Musk"
1825,Acqua Mirabile Odorosa di Firenze Spezierie Palazzo Vecchio / I Profumi di Firenze Il Concentrato,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Floral, Fruity, Spicy, Sweet, Creamy","Freesia, Blackcurrant, Peach","Damask rose, Dog rose","Ambergris, Patchouli, Vanilla","Name: Acqua Mirabile Odorosa di Firenze Spezierie Palazzo Vecchio / I Profumi di Firenze Il Concentrato Brand: Spezierie Palazzo Vecchio / I Profumi di Firenze Main accords: Floral, Fruity, Spicy, Sweet, Creamy Top notes: Freesia, Blackcurrant, Peach Middle notes: Damask rose, Dog rose Base notes: Ambergris, Patchouli, Vanilla"
85,fM - Cardamom & Oakmoss,Yntenzo,"Spicy, Woody, Earthy","Cardamom, Fir, Orange, Petitgrain, Sicilian lemon","Jasmine, Lily of the valley, Rose, Rosemary","Brazilian rosewood, Musk, Oakmoss, Vetiver","Name: fM - Cardamom & Oakmoss Brand: Yntenzo Main accords: Spicy, Woody, Earthy Top notes: Cardamom, Fir, Orange, Petitgrain, Sicilian lemon Middle notes: Jasmine, Lily of the valley, Rose, Rosemary Base notes: Brazilian rosewood, Musk, Oakmoss, Vetiver"
